Review_ID,Customer_Review,True_Sentiment
514,"Works fine I guess, no strong feelings either way",Neutral
515,"great quality, fast shipping, highly recommend!!",Positive
516,This product is AMAZING!!! Best purchase I've made this year 😍😍,Positive
517,This product is AMAZING!!! Best purchase I've made this year 😍😍 fr fr,Positive
518,This exceeded my expectations!! Super happy with it.,Positive
519,"Outstanding quality, arrived quickly, very satisfied customer here",Positive
520,"Works exactly as advertised, no complaints at all!!!",Positive
521,"Extremely unhappy with this product, returning it ASAP",Negative
522,<p>Absolutely love it! Works perfectly and looks great.</p>,Positive
523,"It's fine, gets the job done without any issues",Neutral
524,"Really good value for money, will buy again 👍 ",Positive
525,"Works fine I guess, no strong feelings either way tbh",Neutral
526,"It's fine, gets the job done without any issues",Neutral
527,"Standard quality, does what it says on the box",Neutral
528,"Works fine I guess, no strong feelings either way",Neutral
529,"do not buy this, worst purchase ever",Negative
530,"Defective item, had to return it immediately",Negative
531,"It's okay, does the job but nothing special.",Neutral
532,"Poor quality control, item was broken on arrival",Negative
533,Super impressed with the build quality and design 😊,Positive
534,"Works exactly as advertised, no complaints at all!!! lol",Positive
535,Super impressed with the build quality and design 😊 tbh,Positive
536,I'm so happy with this purchase 🎉 exceeded my expectations fr fr,Positive
537,Super impressed with the build quality and design 😊 ,Positive
538,"It's fine, gets the job done without any issues",Neutral
539,This product is AMAZING!!! Best purchase I've made this year 😍😍,Positive
540,"Love love LOVE this product, can't recommend enough",Positive
541,"Awful experience, customer service was useless too 👎 lol",Negative
542,This exceeded my expectations!! Super happy with it.,Positive
543,"decent for the price, not amazing but not bad either",Neutral
544,"Extremely unhappy with this product, returning it ASAP tbh",Negative
545,"Mediocre experience, neither great nor terrible ",Neutral
546,"Pretty average overall, might consider other options next time",Neutral
547,this is garbage honestly   never buying again,Negative
548,Super impressed with the build quality and design 😊 tbh,Positive
549,"Outstanding quality, arrived quickly, very satisfied customer here ",Positive
550,"Complete waste of money, doesn't work as described at all",Negative
551,"Works exactly as advertised, no complaints at all!!!",Positive
552,"Mediocre experience, neither great nor terrible",Neutral
553,"It's fine, gets the job done without any issues fr fr",Neutral
554,"<span>Best purchase ever, totally worth the price</span>",Positive
555,"Does not work, false advertising, very upset customer tbh",Negative
556,"It's fine, gets the job done without any issues ngl",Neutral
557,Super impressed with the build quality and design 😊,Positive
558,"Awful experience, customer service was useless too 👎",Negative
559,"Works exactly as advertised, no complaints at all!!!",Positive
560,"Perfect fit and amazing material, 10/10 would recommend ngl",Positive
561,"Mediocre experience, neither great nor terrible",Neutral
562,"It's fine, gets the job done without any issues",Neutral
563,"Defective item, had to return it immediately",Negative
564,I'm so happy with this purchase 🎉 exceeded my expectations,Positive
565,"<div>Excellent product, exactly as described. 5 stars!</div> tbh",Positive
566,<p>Very disappointed. Quality is poor and it stopped working.</p>,Negative
567,"<span>Best purchase ever, totally worth the price</span> ngl",Positive
568,"Awful experience, customer service was useless too 👎 ngl",Negative
569,Nothing to complain about but nothing impressive either   ,Neutral
570,this is garbage honestly   never buying again,Negative
571,"Mediocre experience, neither great nor terrible",Neutral
572,<p>Very disappointed. Quality is poor and it stopped working.</p>,Negative
573,"great quality, fast shipping, highly recommend!!",Positive
574,"do not buy this, worst purchase ever",Negative
575,"Works fine I guess, no strong feelings either way",Neutral
576,"Complete waste of money, doesn't work as described at all",Negative
577,"<span>Cheaply made, not worth the price at all</span>",Negative
578,"do not buy this, worst purchase ever",Negative
579,"<span>Best purchase ever, totally worth the price</span>",Positive
580,"Works fine I guess, no strong feelings either way lol",Neutral
581,"Standard quality, does what it says on the box tbh",Neutral
582,"Wow this is fantastic, better than I expected   ",Positive
583,"Love love LOVE this product, can't recommend enough",Positive
584,"It's fine, gets the job done without any issues",Neutral
585,"Really good value for money, will buy again 👍 lol",Positive
586,"Awful experience, customer service was useless too 👎",Negative
587,"Does not work, false advertising, very upset customer tbh",Negative
588,"Complete waste of money, doesn't work as described at all",Negative
589,"Poor quality control, item was broken on arrival ",Negative
590,"<span>Cheaply made, not worth the price at all</span>",Negative
591,"It's okay, does the job but nothing special.",Neutral
592,"Does not work, false advertising, very upset customer",Negative
593,"Five stars, no question. Will be buying more from this brand",Positive
594,"Extremely unhappy with this product, returning it ASAP ",Negative
595,"Really good value for money, will buy again 👍",Positive
596,This exceeded my expectations!! Super happy with it.,Positive
597,This product is AMAZING!!! Best purchase I've made this year 😍😍,Positive
598,"Wow this is fantastic, better than I expected   ",Positive
599,"<div>It's an okay product, similar to others I've used.</div>",Neutral
600,"Extremely unhappy with this product, returning it ASAP tbh",Negative
601,"Does not work, false advertising, very upset customer tbh",Negative
602,"Love love LOVE this product, can't recommend enough",Positive
603,"<span>Cheaply made, not worth the price at all</span>",Negative
604,"<span>Cheaply made, not worth the price at all</span>",Negative
605,"Love love LOVE this product, can't recommend enough",Positive
606,Super impressed with the build quality and design 😊,Positive
607,"Outstanding quality, arrived quickly, very satisfied customer here",Positive
608,"Poor quality control, item was broken on arrival fr fr",Negative
609,This exceeded my expectations!! Super happy with it.,Positive
610,"Awful experience, customer service was useless too 👎 ngl",Negative
611,"Standard quality, does what it says on the box tbh",Neutral
612,This product is AMAZING!!! Best purchase I've made this year 😍😍,Positive
613,"Really good value for money, will buy again 👍",Positive
614,"Wow this is fantastic, better than I expected    tbh",Positive
615,"decent for the price, not amazing but not bad either",Neutral
616,"It's fine, gets the job done without any issues fr fr",Neutral
617,"Outstanding quality, arrived quickly, very satisfied customer here ",Positive
618,"Terrible product, broke after 2 days!!! waste of money 😡",Negative
619,"Standard quality, does what it says on the box",Neutral
620,"Pretty average overall, might consider other options next time ",Neutral
621,"It's okay, does the job but nothing special.",Neutral
622,<p>Very disappointed. Quality is poor and it stopped working.</p>,Negative
623,"Defective item, had to return it immediately",Negative
624,"Really good value for money, will buy again 👍 fr fr",Positive
625,"It's fine, gets the job done without any issues",Neutral
626,"do not buy this, worst purchase ever",Negative
627,This product is AMAZING!!! Best purchase I've made this year 😍😍 ngl,Positive
628,"Complete waste of money, doesn't work as described at all",Negative
629,"Wow this is fantastic, better than I expected   ",Positive
630,I'm so happy with this purchase 🎉 exceeded my expectations,Positive
631,This exceeded my expectations!! Super happy with it.,Positive
632,"Wow this is fantastic, better than I expected   ",Positive
633,"Wow this is fantastic, better than I expected    tbh",Positive
634,"<div>Excellent product, exactly as described. 5 stars!</div>",Positive
635,"Extremely unhappy with this product, returning it ASAP tbh",Negative
636,<div>Product arrived damaged and seller refused refund.</div>,Negative
637,"Does not work, false advertising, very upset customer lol",Negative
638,"I regret this purchase so much, total disappointment lol",Negative
639,"<span>Best purchase ever, totally worth the price</span>",Positive
640,"Love love LOVE this product, can't recommend enough",Positive
641,"Terrible product, broke after 2 days!!! waste of money 😡",Negative
642,this is garbage honestly   never buying again fr fr,Negative
643,"Perfect fit and amazing material, 10/10 would recommend",Positive
644,<p>Absolutely love it! Works perfectly and looks great.</p>,Positive
645,Super impressed with the build quality and design 😊 lol,Positive
646,Super impressed with the build quality and design 😊 lol,Positive
647,"Awful experience, customer service was useless too 👎",Negative
648,"Works fine I guess, no strong feelings either way lol",Neutral
649,"Outstanding quality, arrived quickly, very satisfied customer here fr fr",Positive
650,"Awful experience, customer service was useless too 👎",Negative
651,"great quality, fast shipping, highly recommend!!",Positive
652,This exceeded my expectations!! Super happy with it.,Positive
653,"Defective item, had to return it immediately",Negative
654,<p>Very disappointed. Quality is poor and it stopped working.</p>,Negative
655,"Outstanding quality, arrived quickly, very satisfied customer here",Positive
656,I'm so happy with this purchase 🎉 exceeded my expectations,Positive
657,"I regret this purchase so much, total disappointment",Negative
658,"<span>Cheaply made, not worth the price at all</span>",Negative
659,<div>Product arrived damaged and seller refused refund.</div>,Negative
660,Super impressed with the build quality and design 😊 ngl,Positive
661,"great quality, fast shipping, highly recommend!! ",Positive
662,"Pretty average overall, might consider other options next time lol",Neutral
663,"decent for the price, not amazing but not bad either",Neutral
664,"<div>Excellent product, exactly as described. 5 stars!</div>",Positive
665,<p>Very disappointed. Quality is poor and it stopped working.</p>,Negative
666,"Worst customer service I've ever dealt with, avoid this seller",Negative
667,This product is AMAZING!!! Best purchase I've made this year 😍😍,Positive
668,"<div>It's an okay product, similar to others I've used.</div>",Neutral
669,"Outstanding quality, arrived quickly, very satisfied customer here",Positive
670,"Perfect fit and amazing material, 10/10 would recommend tbh",Positive
671,"Really good value for money, will buy again 👍",Positive
672,"Works fine I guess, no strong feelings either way",Neutral
673,<p>Very disappointed. Quality is poor and it stopped working.</p>,Negative
674,"Outstanding quality, arrived quickly, very satisfied customer here",Positive
675,"Works fine I guess, no strong feelings either way lol",Neutral
676,"<div>It's an okay product, similar to others I've used.</div>",Neutral
677,"Works exactly as advertised, no complaints at all!!!",Positive
678,"Defective item, had to return it immediately",Negative
679,"Pretty average overall, might consider other options next time",Neutral
680,Super impressed with the build quality and design 😊,Positive
681,"<p>Average product, met basic expectations.</p> ",Neutral
682,"Extremely unhappy with this product, returning it ASAP",Negative
683,"Terrible product, broke after 2 days!!! waste of money 😡 ngl",Negative
684,"Horrible quality, fell apart within a week 😠😠",Negative
685,"Really good value for money, will buy again 👍 ngl",Positive
686,"<p>Average product, met basic expectations.</p> ",Neutral
687,Nothing to complain about but nothing impressive either   ,Neutral
688,This product is AMAZING!!! Best purchase I've made this year 😍😍,Positive
689,"Works exactly as advertised, no complaints at all!!!",Positive
690,"Really good value for money, will buy again 👍",Positive
691,"Works exactly as advertised, no complaints at all!!!",Positive
692,"It's fine, gets the job done without any issues lol",Neutral
693,"Complete waste of money, doesn't work as described at all",Negative
694,this is garbage honestly   never buying again tbh,Negative
695,"decent for the price, not amazing but not bad either",Neutral
696,"Really good value for money, will buy again 👍 fr fr",Positive
697,"<span>Best purchase ever, totally worth the price</span>",Positive
698,"Love love LOVE this product, can't recommend enough",Positive
699,"Perfect fit and amazing material, 10/10 would recommend ngl",Positive
700,"Worst customer service I've ever dealt with, avoid this seller",Negative
701,Super impressed with the build quality and design 😊 ,Positive
702,Super impressed with the build quality and design 😊,Positive
703,"I regret this purchase so much, total disappointment",Negative
704,"It's fine, gets the job done without any issues",Neutral
705,"Complete waste of money, doesn't work as described at all",Negative
706,"Works exactly as advertised, no complaints at all!!! ",Positive
707,"<div>Excellent product, exactly as described. 5 stars!</div> ngl",Positive
708,"Does not work, false advertising, very upset customer",Negative
709,I'm so happy with this purchase 🎉 exceeded my expectations lol,Positive
710,<div>Product arrived damaged and seller refused refund.</div>,Negative
711,"Five stars, no question. Will be buying more from this brand",Positive
712,This exceeded my expectations!! Super happy with it. fr fr,Positive
713,"It's fine, gets the job done without any issues",Neutral
714,"Outstanding quality, arrived quickly, very satisfied customer here",Positive
715,"Worst customer service I've ever dealt with, avoid this seller",Negative
716,"Defective item, had to return it immediately",Negative
717,"Complete waste of money, doesn't work as described at all",Negative
718,"Wow this is fantastic, better than I expected    lol",Positive
719,This exceeded my expectations!! Super happy with it.,Positive
720,"Works exactly as advertised, no complaints at all!!!",Positive
721,Nothing to complain about but nothing impressive either    fr fr,Neutral
722,"I regret this purchase so much, total disappointment",Negative
723,"Works fine I guess, no strong feelings either way ngl",Neutral
724,"Extremely unhappy with this product, returning it ASAP",Negative
725,"<div>It's an okay product, similar to others I've used.</div>",Neutral
726,this is garbage honestly   never buying again,Negative
727,"<div>It's an okay product, similar to others I've used.</div>",Neutral
728,"Five stars, no question. Will be buying more from this brand",Positive
729,"Worst customer service I've ever dealt with, avoid this seller",Negative
730,"<span>Best purchase ever, totally worth the price</span>",Positive
731,"Five stars, no question. Will be buying more from this brand",Positive
732,"<div>Excellent product, exactly as described. 5 stars!</div>",Positive
733,"Mediocre experience, neither great nor terrible lol",Neutral
734,"Mediocre experience, neither great nor terrible",Neutral
735,"Works fine I guess, no strong feelings either way",Neutral
736,<p>Very disappointed. Quality is poor and it stopped working.</p>,Negative
737,"Works fine I guess, no strong feelings either way",Neutral
738,"<span>Best purchase ever, totally worth the price</span>",Positive
739,"Standard quality, does what it says on the box",Neutral
740,"I regret this purchase so much, total disappointment",Negative
741,"Mediocre experience, neither great nor terrible fr fr",Neutral
742,"<span>Cheaply made, not worth the price at all</span> tbh",Negative
743,"Perfect fit and amazing material, 10/10 would recommend",Positive
744,"<span>Best purchase ever, totally worth the price</span>",Positive
745,This exceeded my expectations!! Super happy with it.,Positive
746,This exceeded my expectations!! Super happy with it.,Positive
747,Super impressed with the build quality and design 😊 lol,Positive
748,<p>Very disappointed. Quality is poor and it stopped working.</p>,Negative
749,<div>Product arrived damaged and seller refused refund.</div>,Negative
750,I'm so happy with this purchase 🎉 exceeded my expectations,Positive
751,"Complete waste of money, doesn't work as described at all",Negative
752,"<span>Best purchase ever, totally worth the price</span>",Positive
753,I'm so happy with this purchase 🎉 exceeded my expectations,Positive
754,<div>Product arrived damaged and seller refused refund.</div>,Negative
755,"Defective item, had to return it immediately",Negative
756,"Pretty average overall, might consider other options next time",Neutral
757,Nothing to complain about but nothing impressive either    tbh,Neutral
758,"Love love LOVE this product, can't recommend enough ",Positive
759,this is garbage honestly   never buying again,Negative
760,"Really good value for money, will buy again 👍",Positive
761,"<span>Best purchase ever, totally worth the price</span>",Positive
762,"Love love LOVE this product, can't recommend enough ngl",Positive
763,this is garbage honestly   never buying again tbh,Negative
764,"<div>Excellent product, exactly as described. 5 stars!</div>",Positive
765,"<div>It's an okay product, similar to others I've used.</div>",Neutral
766,"<div>Excellent product, exactly as described. 5 stars!</div>",Positive
767,"Awful experience, customer service was useless too 👎 lol",Negative
768,"<span>Best purchase ever, totally worth the price</span> fr fr",Positive
769,"Wow this is fantastic, better than I expected   ",Positive
770,<p>Absolutely love it! Works perfectly and looks great.</p>,Positive
771,"<span>Cheaply made, not worth the price at all</span> ",Negative
772,"Extremely unhappy with this product, returning it ASAP fr fr",Negative
773,"Works fine I guess, no strong feelings either way",Neutral
774,"Works fine I guess, no strong feelings either way",Neutral
775,"<span>Best purchase ever, totally worth the price</span>",Positive
776,"It's fine, gets the job done without any issues",Neutral
777,"<div>It's an okay product, similar to others I've used.</div>",Neutral
778,"<span>Best purchase ever, totally worth the price</span> ",Positive
779,"Extremely unhappy with this product, returning it ASAP",Negative
780,"Mediocre experience, neither great nor terrible",Neutral
781,"Outstanding quality, arrived quickly, very satisfied customer here ngl",Positive
782,<p>Very disappointed. Quality is poor and it stopped working.</p> fr fr,Negative
783,"<div>It's an okay product, similar to others I've used.</div>",Neutral
784,"Awful experience, customer service was useless too 👎 ngl",Negative
785,"do not buy this, worst purchase ever",Negative
786,<div>Product arrived damaged and seller refused refund.</div> lol,Negative
787,"<span>Cheaply made, not worth the price at all</span>",Negative
788,"Love love LOVE this product, can't recommend enough fr fr",Positive
789,"<div>Excellent product, exactly as described. 5 stars!</div>",Positive
790,"Terrible product, broke after 2 days!!! waste of money 😡",Negative
791,This product is AMAZING!!! Best purchase I've made this year 😍😍,Positive
792,"Horrible quality, fell apart within a week 😠😠",Negative
793,"<div>It's an okay product, similar to others I've used.</div> fr fr",Neutral
794,"Defective item, had to return it immediately",Negative
795,"Works exactly as advertised, no complaints at all!!!",Positive
796,"Extremely unhappy with this product, returning it ASAP",Negative
797,This exceeded my expectations!! Super happy with it. lol,Positive
798,"Does not work, false advertising, very upset customer",Negative
799,This product is AMAZING!!! Best purchase I've made this year 😍😍 ,Positive
800,"<div>Excellent product, exactly as described. 5 stars!</div>",Positive
801,This exceeded my expectations!! Super happy with it.,Positive
802,This exceeded my expectations!! Super happy with it.,Positive
803,This exceeded my expectations!! Super happy with it.,Positive
804,"Wow this is fantastic, better than I expected   ",Positive
805,"great quality, fast shipping, highly recommend!!",Positive
806,"It's okay, does the job but nothing special.",Neutral
807,<div>Product arrived damaged and seller refused refund.</div>,Negative
808,"Works exactly as advertised, no complaints at all!!!",Positive
809,"It's fine, gets the job done without any issues",Neutral
810,<p>Very disappointed. Quality is poor and it stopped working.</p>,Negative
811,"Does not work, false advertising, very upset customer lol",Negative
812,"Complete waste of money, doesn't work as described at all",Negative
813,This exceeded my expectations!! Super happy with it.,Positive
814,<p>Absolutely love it! Works perfectly and looks great.</p>,Positive
815,"Outstanding quality, arrived quickly, very satisfied customer here",Positive
816,"Defective item, had to return it immediately",Negative
817,"Defective item, had to return it immediately",Negative
818,"It's okay, does the job but nothing special. fr fr",Neutral
819,"great quality, fast shipping, highly recommend!! ",Positive
820,"<div>It's an okay product, similar to others I've used.</div>",Neutral
821,<p>Very disappointed. Quality is poor and it stopped working.</p>,Negative
822,"Awful experience, customer service was useless too 👎",Negative
823,<p>Absolutely love it! Works perfectly and looks great.</p>,Positive
824,"Love love LOVE this product, can't recommend enough",Positive
825,"Extremely unhappy with this product, returning it ASAP",Negative
826,"Really good value for money, will buy again 👍",Positive
827,"Outstanding quality, arrived quickly, very satisfied customer here",Positive
828,"Outstanding quality, arrived quickly, very satisfied customer here",Positive
829,"Extremely unhappy with this product, returning it ASAP",Negative
830,"Outstanding quality, arrived quickly, very satisfied customer here",Positive
831,"Awful experience, customer service was useless too 👎",Negative
832,"Mediocre experience, neither great nor terrible",Neutral
833,"Standard quality, does what it says on the box",Neutral
834,This exceeded my expectations!! Super happy with it.,Positive
835,"Five stars, no question. Will be buying more from this brand",Positive
836,This exceeded my expectations!! Super happy with it.,Positive
837,"<div>It's an okay product, similar to others I've used.</div>",Neutral
838,"Does not work, false advertising, very upset customer",Negative
839,"Outstanding quality, arrived quickly, very satisfied customer here",Positive
840,"Really good value for money, will buy again 👍",Positive
841,"<div>Excellent product, exactly as described. 5 stars!</div>",Positive
842,"Worst customer service I've ever dealt with, avoid this seller",Negative
843,"Outstanding quality, arrived quickly, very satisfied customer here",Positive
844,"It's okay, does the job but nothing special.",Neutral
845,"Worst customer service I've ever dealt with, avoid this seller",Negative
846,"<span>Best purchase ever, totally worth the price</span>",Positive
847,<p>Absolutely love it! Works perfectly and looks great.</p> fr fr,Positive
848,"Perfect fit and amazing material, 10/10 would recommend fr fr",Positive
849,"<div>Excellent product, exactly as described. 5 stars!</div> lol",Positive
850,"decent for the price, not amazing but not bad either",Neutral
851,"Works fine I guess, no strong feelings either way",Neutral
852,"great quality, fast shipping, highly recommend!!",Positive
853,"Love love LOVE this product, can't recommend enough lol",Positive
854,"do not buy this, worst purchase ever lol",Negative
855,"Complete waste of money, doesn't work as described at all",Negative
856,This exceeded my expectations!! Super happy with it. ,Positive
857,"I regret this purchase so much, total disappointment",Negative
858,"<div>Excellent product, exactly as described. 5 stars!</div>",Positive
859,This product is AMAZING!!! Best purchase I've made this year 😍😍,Positive
860,"Works fine I guess, no strong feelings either way ngl",Neutral
861,"<span>Best purchase ever, totally worth the price</span> ngl",Positive
862,"<span>Best purchase ever, totally worth the price</span> tbh",Positive
863,<p>Very disappointed. Quality is poor and it stopped working.</p> fr fr,Negative
864,"Poor quality control, item was broken on arrival",Negative
865,"<div>It's an okay product, similar to others I've used.</div>",Neutral
866,Super impressed with the build quality and design 😊,Positive
867,"Extremely unhappy with this product, returning it ASAP",Negative
868,"Perfect fit and amazing material, 10/10 would recommend",Positive
869,"Outstanding quality, arrived quickly, very satisfied customer here fr fr",Positive
870,"Really good value for money, will buy again 👍",Positive
871,"<p>Average product, met basic expectations.</p>",Neutral
872,"Horrible quality, fell apart within a week 😠😠 fr fr",Negative
873,"Perfect fit and amazing material, 10/10 would recommend",Positive
874,"great quality, fast shipping, highly recommend!! ngl",Positive
875,"Does not work, false advertising, very upset customer fr fr",Negative
876,<p>Very disappointed. Quality is poor and it stopped working.</p> lol,Negative
877,"great quality, fast shipping, highly recommend!! ngl",Positive
878,"Pretty average overall, might consider other options next time",Neutral
879,"Pretty average overall, might consider other options next time",Neutral
880,"Five stars, no question. Will be buying more from this brand",Positive
881,<div>Product arrived damaged and seller refused refund.</div>,Negative
882,This exceeded my expectations!! Super happy with it.,Positive
883,<p>Absolutely love it! Works perfectly and looks great.</p>,Positive
884,"I regret this purchase so much, total disappointment",Negative
885,"<span>Best purchase ever, totally worth the price</span>",Positive
886,<div>Product arrived damaged and seller refused refund.</div>,Negative
887,"Standard quality, does what it says on the box",Neutral
888,<div>Product arrived damaged and seller refused refund.</div>,Negative
889,"Horrible quality, fell apart within a week 😠😠",Negative
890,"Love love LOVE this product, can't recommend enough",Positive
891,This exceeded my expectations!! Super happy with it.,Positive
892,"I regret this purchase so much, total disappointment",Negative
893,<p>Very disappointed. Quality is poor and it stopped working.</p>,Negative
894,"Worst customer service I've ever dealt with, avoid this seller",Negative
895,This product is AMAZING!!! Best purchase I've made this year 😍😍,Positive
896,"Five stars, no question. Will be buying more from this brand",Positive
897,"Complete waste of money, doesn't work as described at all",Negative
898,"<span>Best purchase ever, totally worth the price</span> ngl",Positive
899,"Worst customer service I've ever dealt with, avoid this seller ngl",Negative
900,This product is AMAZING!!! Best purchase I've made this year 😍😍 lol,Positive
901,"Works fine I guess, no strong feelings either way",Neutral
902,"Perfect fit and amazing material, 10/10 would recommend ",Positive
903,"Outstanding quality, arrived quickly, very satisfied customer here",Positive
904,"Terrible product, broke after 2 days!!! waste of money 😡 ngl",Negative
905,"Outstanding quality, arrived quickly, very satisfied customer here lol",Positive
906,"Extremely unhappy with this product, returning it ASAP",Negative
907,Super impressed with the build quality and design 😊 fr fr,Positive
908,This exceeded my expectations!! Super happy with it.,Positive
909,"Love love LOVE this product, can't recommend enough",Positive
910,"Defective item, had to return it immediately",Negative
911,This exceeded my expectations!! Super happy with it. ngl,Positive
912,"do not buy this, worst purchase ever",Negative
913,"Worst customer service I've ever dealt with, avoid this seller",Negative
914,"Really good value for money, will buy again 👍",Positive
915,"Defective item, had to return it immediately tbh",Negative
916,"<p>Average product, met basic expectations.</p>",Neutral
917,"I regret this purchase so much, total disappointment",Negative
918,Nothing to complain about but nothing impressive either   ,Neutral
919,"Really good value for money, will buy again 👍",Positive
920,Nothing to complain about but nothing impressive either    ngl,Neutral
921,"Perfect fit and amazing material, 10/10 would recommend",Positive
922,<p>Absolutely love it! Works perfectly and looks great.</p>,Positive
923,"decent for the price, not amazing but not bad either ngl",Neutral
924,"Really good value for money, will buy again 👍 tbh",Positive
925,"<div>It's an okay product, similar to others I've used.</div>",Neutral
926,"Perfect fit and amazing material, 10/10 would recommend",Positive
927,"Standard quality, does what it says on the box",Neutral
928,"Mediocre experience, neither great nor terrible lol",Neutral
929,"I regret this purchase so much, total disappointment",Negative
930,"<p>Average product, met basic expectations.</p>",Neutral
931,this is garbage honestly   never buying again,Negative
932,"<div>Excellent product, exactly as described. 5 stars!</div>",Positive
933,Nothing to complain about but nothing impressive either   ,Neutral
934,<p>Absolutely love it! Works perfectly and looks great.</p> tbh,Positive
935,"Works exactly as advertised, no complaints at all!!!",Positive
936,"Mediocre experience, neither great nor terrible lol",Neutral
937,"Defective item, had to return it immediately",Negative
938,"Does not work, false advertising, very upset customer",Negative
939,"Horrible quality, fell apart within a week 😠😠",Negative
940,This exceeded my expectations!! Super happy with it.,Positive
941,"Complete waste of money, doesn't work as described at all",Negative
942,"Terrible product, broke after 2 days!!! waste of money 😡",Negative
943,I'm so happy with this purchase 🎉 exceeded my expectations,Positive
944,"Love love LOVE this product, can't recommend enough ngl",Positive
945,"Worst customer service I've ever dealt with, avoid this seller",Negative
946,Super impressed with the build quality and design 😊,Positive
947,"It's fine, gets the job done without any issues tbh",Neutral
948,"Extremely unhappy with this product, returning it ASAP",Negative
949,"Terrible product, broke after 2 days!!! waste of money 😡 fr fr",Negative
950,"<div>Excellent product, exactly as described. 5 stars!</div>",Positive
951,"Horrible quality, fell apart within a week 😠😠 fr fr",Negative
952,"Poor quality control, item was broken on arrival ngl",Negative
953,"I regret this purchase so much, total disappointment tbh",Negative
954,"<p>Average product, met basic expectations.</p>",Neutral
955,This product is AMAZING!!! Best purchase I've made this year 😍😍 ,Positive
956,Super impressed with the build quality and design 😊,Positive
957,"Works fine I guess, no strong feelings either way",Neutral
958,"<span>Best purchase ever, totally worth the price</span>",Positive
959,"decent for the price, not amazing but not bad either",Neutral
960,"<div>Excellent product, exactly as described. 5 stars!</div>",Positive
961,"Horrible quality, fell apart within a week 😠😠 lol",Negative
962,"Horrible quality, fell apart within a week 😠😠",Negative
963,"Complete waste of money, doesn't work as described at all lol",Negative
964,"Awful experience, customer service was useless too 👎",Negative
965,"Does not work, false advertising, very upset customer lol",Negative
966,"I regret this purchase so much, total disappointment",Negative
967,<p>Very disappointed. Quality is poor and it stopped working.</p>,Negative
968,"Defective item, had to return it immediately",Negative
969,"Works exactly as advertised, no complaints at all!!!",Positive
970,"do not buy this, worst purchase ever tbh",Negative
971,"Five stars, no question. Will be buying more from this brand",Positive
972,"<span>Cheaply made, not worth the price at all</span>",Negative
973,<div>Product arrived damaged and seller refused refund.</div>,Negative
974,"Love love LOVE this product, can't recommend enough ngl",Positive
975,"Really good value for money, will buy again 👍",Positive
976,"Works exactly as advertised, no complaints at all!!! tbh",Positive
977,"I regret this purchase so much, total disappointment",Negative
978,"Works fine I guess, no strong feelings either way",Neutral
979,"I regret this purchase so much, total disappointment",Negative
980,"Horrible quality, fell apart within a week 😠😠",Negative
981,"great quality, fast shipping, highly recommend!!",Positive
982,"Standard quality, does what it says on the box",Neutral
983,"Awful experience, customer service was useless too 👎",Negative
984,"Five stars, no question. Will be buying more from this brand",Positive
985,"Outstanding quality, arrived quickly, very satisfied customer here ",Positive
986,"<span>Best purchase ever, totally worth the price</span>",Positive
987,"Five stars, no question. Will be buying more from this brand",Positive
988,"great quality, fast shipping, highly recommend!!",Positive
989,"Works exactly as advertised, no complaints at all!!!",Positive
990,"<p>Average product, met basic expectations.</p>",Neutral
991,"<div>Excellent product, exactly as described. 5 stars!</div>",Positive
992,"Extremely unhappy with this product, returning it ASAP",Negative
993,Super impressed with the build quality and design 😊 tbh,Positive
994,this is garbage honestly   never buying again,Negative
995,"Five stars, no question. Will be buying more from this brand",Positive
996,"Extremely unhappy with this product, returning it ASAP ",Negative
997,<div>Product arrived damaged and seller refused refund.</div> lol,Negative
998,<div>Product arrived damaged and seller refused refund.</div>,Negative
999,"<div>It's an okay product, similar to others I've used.</div> ",Neutral
1000,"Outstanding quality, arrived quickly, very satisfied customer here tbh",Positive
