Review_ID,Customer_Review,Cleaned_Review,Predicted_Sentiment,Confidence_Score
281,"Terrible product, broke after 2 days!!! waste of money 😡 ","Terrible product, broke after 2 days!!! waste of money",Negative,0.9998
282,<p>Absolutely love it! Works perfectly and looks great.</p> fr fr,Absolutely love it! Works perfectly and looks great. fr fr,Positive,0.9999
283,<p>Absolutely love it! Works perfectly and looks great.</p>,Absolutely love it! Works perfectly and looks great.,Positive,0.9999
284,"Outstanding quality, arrived quickly, very satisfied customer here","Outstanding quality, arrived quickly, very satisfied customer here",Positive,0.9998
285,"<p>Average product, met basic expectations.</p>","Average product, met basic expectations.",Positive,0.9831
286,"Defective item, had to return it immediately","Defective item, had to return it immediately",Negative,0.9998
287,"Works exactly as advertised, no complaints at all!!!","Works exactly as advertised, no complaints at all!!!",Positive,0.9439
288,"Works fine I guess, no strong feelings either way","Works fine I guess, no strong feelings either way",Neutral,0.6292
289,"Really good value for money, will buy again 👍","Really good value for money, will buy again",Positive,0.9997
290,<p>Very disappointed. Quality is poor and it stopped working.</p> ,Very disappointed. Quality is poor and it stopped working.,Negative,0.9998
291,"Awful experience, customer service was useless too 👎","Awful experience, customer service was useless too",Negative,0.9998
292,"Worst customer service I've ever dealt with, avoid this seller","Worst customer service I've ever dealt with, avoid this seller",Negative,0.9998
293,"Worst customer service I've ever dealt with, avoid this seller lol","Worst customer service I've ever dealt with, avoid this seller lol",Negative,0.9998
294,"Outstanding quality, arrived quickly, very satisfied customer here lol","Outstanding quality, arrived quickly, very satisfied customer here lol",Positive,0.9996
295,"Really good value for money, will buy again 👍 ","Really good value for money, will buy again",Positive,0.9997
296,"Outstanding quality, arrived quickly, very satisfied customer here","Outstanding quality, arrived quickly, very satisfied customer here",Positive,0.9998
297,"Love love LOVE this product, can't recommend enough","Love love LOVE this product, can't recommend enough",Positive,0.9984
298,Nothing to complain about but nothing impressive either   ,Nothing to complain about but nothing impressive either,Negative,0.9625
299,"Poor quality control, item was broken on arrival ngl","Poor quality control, item was broken on arrival ngl",Negative,0.9997
300,I'm so happy with this purchase 🎉 exceeded my expectations ngl,I'm so happy with this purchase exceeded my expectations ngl,Positive,0.9999
301,I'm so happy with this purchase 🎉 exceeded my expectations ngl,I'm so happy with this purchase exceeded my expectations ngl,Positive,0.9999
302,"Really good value for money, will buy again 👍 fr fr","Really good value for money, will buy again fr fr",Positive,0.9994
303,"Perfect fit and amazing material, 10/10 would recommend","Perfect fit and amazing material, 10/10 would recommend",Positive,0.9999
304,"Perfect fit and amazing material, 10/10 would recommend","Perfect fit and amazing material, 10/10 would recommend",Positive,0.9999
305,<div>Product arrived damaged and seller refused refund.</div>,Product arrived damaged and seller refused refund.,Negative,0.9997
306,This exceeded my expectations!! Super happy with it.,This exceeded my expectations!! Super happy with it.,Positive,0.9999
307,this is garbage honestly   never buying again lol,this is garbage honestly never buying again lol,Negative,0.998
308,"It's okay, does the job but nothing special.","It's okay, does the job but nothing special.",Negative,0.9914
309,This exceeded my expectations!! Super happy with it. ,This exceeded my expectations!! Super happy with it.,Positive,0.9999
310,"Pretty average overall, might consider other options next time","Pretty average overall, might consider other options next time",Negative,0.9929
311,<p>Absolutely love it! Works perfectly and looks great.</p> lol,Absolutely love it! Works perfectly and looks great. lol,Positive,0.9999
312,"Love love LOVE this product, can't recommend enough","Love love LOVE this product, can't recommend enough",Positive,0.9984
313,"Awful experience, customer service was useless too 👎","Awful experience, customer service was useless too",Negative,0.9998
314,"Horrible quality, fell apart within a week 😠😠","Horrible quality, fell apart within a week",Negative,0.9998
315,"<div>Excellent product, exactly as described. 5 stars!</div> fr fr","Excellent product, exactly as described. 5 stars! fr fr",Positive,0.9998
316,"Poor quality control, item was broken on arrival","Poor quality control, item was broken on arrival",Negative,0.9997
317,this is garbage honestly   never buying again,this is garbage honestly never buying again,Negative,0.9979
318,"Five stars, no question. Will be buying more from this brand","Five stars, no question. Will be buying more from this brand",Neutral,0.5308
319,<p>Very disappointed. Quality is poor and it stopped working.</p> fr fr,Very disappointed. Quality is poor and it stopped working. fr fr,Negative,0.9998
320,"Wow this is fantastic, better than I expected   ","Wow this is fantastic, better than I expected",Positive,0.9999
321,"<div>Excellent product, exactly as described. 5 stars!</div>","Excellent product, exactly as described. 5 stars!",Positive,0.9999
322,"great quality, fast shipping, highly recommend!!","great quality, fast shipping, highly recommend!!",Positive,0.9999
323,This exceeded my expectations!! Super happy with it.,This exceeded my expectations!! Super happy with it.,Positive,0.9999
324,"Does not work, false advertising, very upset customer","Does not work, false advertising, very upset customer",Negative,0.9994
325,"Horrible quality, fell apart within a week 😠😠","Horrible quality, fell apart within a week",Negative,0.9998
326,"<span>Best purchase ever, totally worth the price</span>","Best purchase ever, totally worth the price",Positive,0.9999
327,<div>Product arrived damaged and seller refused refund.</div>,Product arrived damaged and seller refused refund.,Negative,0.9997
328,"Outstanding quality, arrived quickly, very satisfied customer here ","Outstanding quality, arrived quickly, very satisfied customer here",Positive,0.9998
329,This product is AMAZING!!! Best purchase I've made this year 😍😍,This product is AMAZING!!! Best purchase I've made this year,Positive,0.9999
330,"Defective item, had to return it immediately","Defective item, had to return it immediately",Negative,0.9998
331,"Works exactly as advertised, no complaints at all!!!","Works exactly as advertised, no complaints at all!!!",Positive,0.9439
332,"Horrible quality, fell apart within a week 😠😠 ngl","Horrible quality, fell apart within a week ngl",Negative,0.9998
333,"Five stars, no question. Will be buying more from this brand lol","Five stars, no question. Will be buying more from this brand lol",Negative,0.9348
334,"Five stars, no question. Will be buying more from this brand fr fr","Five stars, no question. Will be buying more from this brand fr fr",Negative,0.8206
335,"<div>Excellent product, exactly as described. 5 stars!</div> lol","Excellent product, exactly as described. 5 stars! lol",Positive,0.9998
336,"Five stars, no question. Will be buying more from this brand","Five stars, no question. Will be buying more from this brand",Neutral,0.5308
337,<p>Absolutely love it! Works perfectly and looks great.</p>,Absolutely love it! Works perfectly and looks great.,Positive,0.9999
338,"<span>Best purchase ever, totally worth the price</span>","Best purchase ever, totally worth the price",Positive,0.9999
339,"Love love LOVE this product, can't recommend enough","Love love LOVE this product, can't recommend enough",Positive,0.9984
340,"decent for the price, not amazing but not bad either","decent for the price, not amazing but not bad either",Positive,0.9969
341,"<div>It's an okay product, similar to others I've used.</div> ngl","It's an okay product, similar to others I've used. ngl",Positive,0.9997
342,"Outstanding quality, arrived quickly, very satisfied customer here","Outstanding quality, arrived quickly, very satisfied customer here",Positive,0.9998
343,"Works fine I guess, no strong feelings either way","Works fine I guess, no strong feelings either way",Neutral,0.6292
344,"<span>Cheaply made, not worth the price at all</span> ngl","Cheaply made, not worth the price at all ngl",Negative,0.9998
345,"Awful experience, customer service was useless too 👎 ngl","Awful experience, customer service was useless too ngl",Negative,0.9998
346,"Love love LOVE this product, can't recommend enough","Love love LOVE this product, can't recommend enough",Positive,0.9984
347,"I regret this purchase so much, total disappointment ngl","I regret this purchase so much, total disappointment ngl",Negative,0.9998
348,"Five stars, no question. Will be buying more from this brand","Five stars, no question. Will be buying more from this brand",Neutral,0.5308
349,"Five stars, no question. Will be buying more from this brand","Five stars, no question. Will be buying more from this brand",Neutral,0.5308
350,"Works exactly as advertised, no complaints at all!!!","Works exactly as advertised, no complaints at all!!!",Positive,0.9439
351,"Terrible product, broke after 2 days!!! waste of money 😡 lol","Terrible product, broke after 2 days!!! waste of money lol",Negative,0.9997
352,"Perfect fit and amazing material, 10/10 would recommend tbh","Perfect fit and amazing material, 10/10 would recommend tbh",Positive,0.9998
353,"Works exactly as advertised, no complaints at all!!!","Works exactly as advertised, no complaints at all!!!",Positive,0.9439
354,"<div>Excellent product, exactly as described. 5 stars!</div>","Excellent product, exactly as described. 5 stars!",Positive,0.9999
355,This product is AMAZING!!! Best purchase I've made this year 😍😍,This product is AMAZING!!! Best purchase I've made this year,Positive,0.9999
356,"Terrible product, broke after 2 days!!! waste of money 😡","Terrible product, broke after 2 days!!! waste of money",Negative,0.9998
357,this is garbage honestly   never buying again,this is garbage honestly never buying again,Negative,0.9979
358,Super impressed with the build quality and design 😊,Super impressed with the build quality and design,Positive,0.9998
359,"decent for the price, not amazing but not bad either","decent for the price, not amazing but not bad either",Positive,0.9969
360,"Perfect fit and amazing material, 10/10 would recommend","Perfect fit and amazing material, 10/10 would recommend",Positive,0.9999
361,"<div>It's an okay product, similar to others I've used.</div> fr fr","It's an okay product, similar to others I've used. fr fr",Positive,0.9996
362,"<span>Best purchase ever, totally worth the price</span>","Best purchase ever, totally worth the price",Positive,0.9999
363,"I regret this purchase so much, total disappointment","I regret this purchase so much, total disappointment",Negative,0.9998
364,"Love love LOVE this product, can't recommend enough","Love love LOVE this product, can't recommend enough",Positive,0.9984
365,"<span>Best purchase ever, totally worth the price</span> tbh","Best purchase ever, totally worth the price tbh",Positive,0.9993
366,"Love love LOVE this product, can't recommend enough","Love love LOVE this product, can't recommend enough",Positive,0.9984
367,"Terrible product, broke after 2 days!!! waste of money 😡","Terrible product, broke after 2 days!!! waste of money",Negative,0.9998
368,<p>Absolutely love it! Works perfectly and looks great.</p>,Absolutely love it! Works perfectly and looks great.,Positive,0.9999
369,<p>Absolutely love it! Works perfectly and looks great.</p>,Absolutely love it! Works perfectly and looks great.,Positive,0.9999
370,"Five stars, no question. Will be buying more from this brand","Five stars, no question. Will be buying more from this brand",Neutral,0.5308
371,"<span>Cheaply made, not worth the price at all</span>","Cheaply made, not worth the price at all",Negative,0.9998
372,"Poor quality control, item was broken on arrival","Poor quality control, item was broken on arrival",Negative,0.9997
373,"great quality, fast shipping, highly recommend!!","great quality, fast shipping, highly recommend!!",Positive,0.9999
374,"Love love LOVE this product, can't recommend enough","Love love LOVE this product, can't recommend enough",Positive,0.9984
375,"It's okay, does the job but nothing special.","It's okay, does the job but nothing special.",Negative,0.9914
376,"Works exactly as advertised, no complaints at all!!!","Works exactly as advertised, no complaints at all!!!",Positive,0.9439
377,this is garbage honestly   never buying again,this is garbage honestly never buying again,Negative,0.9979
378,"Outstanding quality, arrived quickly, very satisfied customer here","Outstanding quality, arrived quickly, very satisfied customer here",Positive,0.9998
379,"Horrible quality, fell apart within a week 😠😠","Horrible quality, fell apart within a week",Negative,0.9998
380,"decent for the price, not amazing but not bad either","decent for the price, not amazing but not bad either",Positive,0.9969
381,"Really good value for money, will buy again 👍","Really good value for money, will buy again",Positive,0.9997
382,"great quality, fast shipping, highly recommend!!","great quality, fast shipping, highly recommend!!",Positive,0.9999
383,This product is AMAZING!!! Best purchase I've made this year 😍😍,This product is AMAZING!!! Best purchase I've made this year,Positive,0.9999
384,<div>Product arrived damaged and seller refused refund.</div>,Product arrived damaged and seller refused refund.,Negative,0.9997
385,"Wow this is fantastic, better than I expected   ","Wow this is fantastic, better than I expected",Positive,0.9999
386,"Five stars, no question. Will be buying more from this brand","Five stars, no question. Will be buying more from this brand",Neutral,0.5308
387,"Five stars, no question. Will be buying more from this brand","Five stars, no question. Will be buying more from this brand",Neutral,0.5308
388,"Extremely unhappy with this product, returning it ASAP lol","Extremely unhappy with this product, returning it ASAP lol",Negative,0.9994
389,"Five stars, no question. Will be buying more from this brand","Five stars, no question. Will be buying more from this brand",Neutral,0.5308
390,this is garbage honestly   never buying again,this is garbage honestly never buying again,Negative,0.9979
391,"Awful experience, customer service was useless too 👎","Awful experience, customer service was useless too",Negative,0.9998
392,"Perfect fit and amazing material, 10/10 would recommend","Perfect fit and amazing material, 10/10 would recommend",Positive,0.9999
393,I'm so happy with this purchase 🎉 exceeded my expectations,I'm so happy with this purchase exceeded my expectations,Positive,0.9999
394,"Defective item, had to return it immediately","Defective item, had to return it immediately",Negative,0.9998
395,<p>Very disappointed. Quality is poor and it stopped working.</p>,Very disappointed. Quality is poor and it stopped working.,Negative,0.9998
396,"Wow this is fantastic, better than I expected   ","Wow this is fantastic, better than I expected",Positive,0.9999
397,"Extremely unhappy with this product, returning it ASAP","Extremely unhappy with this product, returning it ASAP",Negative,0.9993
398,"Love love LOVE this product, can't recommend enough","Love love LOVE this product, can't recommend enough",Positive,0.9984
399,"Standard quality, does what it says on the box","Standard quality, does what it says on the box",Positive,0.9946
400,"Worst customer service I've ever dealt with, avoid this seller","Worst customer service I've ever dealt with, avoid this seller",Negative,0.9998
401,"<span>Cheaply made, not worth the price at all</span> fr fr","Cheaply made, not worth the price at all fr fr",Negative,0.9998
402,"Poor quality control, item was broken on arrival","Poor quality control, item was broken on arrival",Negative,0.9997
403,"Five stars, no question. Will be buying more from this brand","Five stars, no question. Will be buying more from this brand",Neutral,0.5308
404,"Works fine I guess, no strong feelings either way","Works fine I guess, no strong feelings either way",Neutral,0.6292
405,"Does not work, false advertising, very upset customer fr fr","Does not work, false advertising, very upset customer fr fr",Negative,0.9996
406,"decent for the price, not amazing but not bad either","decent for the price, not amazing but not bad either",Positive,0.9969
407,"Five stars, no question. Will be buying more from this brand","Five stars, no question. Will be buying more from this brand",Neutral,0.5308
408,"Standard quality, does what it says on the box","Standard quality, does what it says on the box",Positive,0.9946
409,"Terrible product, broke after 2 days!!! waste of money 😡","Terrible product, broke after 2 days!!! waste of money",Negative,0.9998
410,"great quality, fast shipping, highly recommend!!","great quality, fast shipping, highly recommend!!",Positive,0.9999
411,Nothing to complain about but nothing impressive either    tbh,Nothing to complain about but nothing impressive either tbh,Negative,0.982
412,Super impressed with the build quality and design 😊,Super impressed with the build quality and design,Positive,0.9998
413,"Defective item, had to return it immediately","Defective item, had to return it immediately",Negative,0.9998
414,"Works exactly as advertised, no complaints at all!!!","Works exactly as advertised, no complaints at all!!!",Positive,0.9439
415,"<span>Cheaply made, not worth the price at all</span>","Cheaply made, not worth the price at all",Negative,0.9998
416,Super impressed with the build quality and design 😊,Super impressed with the build quality and design,Positive,0.9998
417,I'm so happy with this purchase 🎉 exceeded my expectations ngl,I'm so happy with this purchase exceeded my expectations ngl,Positive,0.9999
418,"do not buy this, worst purchase ever","do not buy this, worst purchase ever",Negative,0.9992
419,"<p>Average product, met basic expectations.</p>","Average product, met basic expectations.",Positive,0.9831
420,"Complete waste of money, doesn't work as described at all","Complete waste of money, doesn't work as described at all",Negative,0.9998
421,"Works exactly as advertised, no complaints at all!!!","Works exactly as advertised, no complaints at all!!!",Positive,0.9439
422,This product is AMAZING!!! Best purchase I've made this year 😍😍,This product is AMAZING!!! Best purchase I've made this year,Positive,0.9999
423,"Works exactly as advertised, no complaints at all!!!","Works exactly as advertised, no complaints at all!!!",Positive,0.9439
424,This exceeded my expectations!! Super happy with it.,This exceeded my expectations!! Super happy with it.,Positive,0.9999
425,"Awful experience, customer service was useless too 👎","Awful experience, customer service was useless too",Negative,0.9998
426,I'm so happy with this purchase 🎉 exceeded my expectations,I'm so happy with this purchase exceeded my expectations,Positive,0.9999
427,"Works exactly as advertised, no complaints at all!!!","Works exactly as advertised, no complaints at all!!!",Positive,0.9439
428,"Five stars, no question. Will be buying more from this brand tbh","Five stars, no question. Will be buying more from this brand tbh",Negative,0.9584
429,"Wow this is fantastic, better than I expected   ","Wow this is fantastic, better than I expected",Positive,0.9999
430,<div>Product arrived damaged and seller refused refund.</div> fr fr,Product arrived damaged and seller refused refund. fr fr,Negative,0.9997
431,"Awful experience, customer service was useless too 👎","Awful experience, customer service was useless too",Negative,0.9998
432,"Terrible product, broke after 2 days!!! waste of money 😡","Terrible product, broke after 2 days!!! waste of money",Negative,0.9998
433,"Perfect fit and amazing material, 10/10 would recommend","Perfect fit and amazing material, 10/10 would recommend",Positive,0.9999
434,I'm so happy with this purchase 🎉 exceeded my expectations tbh,I'm so happy with this purchase exceeded my expectations tbh,Positive,0.9998
435,Nothing to complain about but nothing impressive either   ,Nothing to complain about but nothing impressive either,Negative,0.9625
436,"<div>Excellent product, exactly as described. 5 stars!</div> lol","Excellent product, exactly as described. 5 stars! lol",Positive,0.9998
437,"Extremely unhappy with this product, returning it ASAP","Extremely unhappy with this product, returning it ASAP",Negative,0.9993
438,"<div>Excellent product, exactly as described. 5 stars!</div> ngl","Excellent product, exactly as described. 5 stars! ngl",Positive,0.9999
439,"Defective item, had to return it immediately","Defective item, had to return it immediately",Negative,0.9998
440,"Love love LOVE this product, can't recommend enough tbh","Love love LOVE this product, can't recommend enough tbh",Positive,0.9955
441,"Perfect fit and amazing material, 10/10 would recommend","Perfect fit and amazing material, 10/10 would recommend",Positive,0.9999
442,"Works exactly as advertised, no complaints at all!!! ","Works exactly as advertised, no complaints at all!!!",Positive,0.9439
443,this is garbage honestly   never buying again lol,this is garbage honestly never buying again lol,Negative,0.998
444,<p>Very disappointed. Quality is poor and it stopped working.</p> ngl,Very disappointed. Quality is poor and it stopped working. ngl,Negative,0.9998
445,"great quality, fast shipping, highly recommend!! ","great quality, fast shipping, highly recommend!!",Positive,0.9999
446,<div>Product arrived damaged and seller refused refund.</div>,Product arrived damaged and seller refused refund.,Negative,0.9997
447,"It's okay, does the job but nothing special.","It's okay, does the job but nothing special.",Negative,0.9914
448,<p>Very disappointed. Quality is poor and it stopped working.</p> ,Very disappointed. Quality is poor and it stopped working.,Negative,0.9998
449,"Really good value for money, will buy again 👍","Really good value for money, will buy again",Positive,0.9997
450,"Wow this is fantastic, better than I expected    ngl","Wow this is fantastic, better than I expected ngl",Positive,0.9999
451,"Really good value for money, will buy again 👍 ","Really good value for money, will buy again",Positive,0.9997
452,"Love love LOVE this product, can't recommend enough","Love love LOVE this product, can't recommend enough",Positive,0.9984
453,<p>Absolutely love it! Works perfectly and looks great.</p>,Absolutely love it! Works perfectly and looks great.,Positive,0.9999
454,"Standard quality, does what it says on the box","Standard quality, does what it says on the box",Positive,0.9946
455,"Five stars, no question. Will be buying more from this brand","Five stars, no question. Will be buying more from this brand",Neutral,0.5308
456,"Worst customer service I've ever dealt with, avoid this seller fr fr","Worst customer service I've ever dealt with, avoid this seller fr fr",Negative,0.9998
457,<div>Product arrived damaged and seller refused refund.</div>,Product arrived damaged and seller refused refund.,Negative,0.9997
458,"Terrible product, broke after 2 days!!! waste of money 😡","Terrible product, broke after 2 days!!! waste of money",Negative,0.9998
459,"<span>Best purchase ever, totally worth the price</span>","Best purchase ever, totally worth the price",Positive,0.9999
460,"Complete waste of money, doesn't work as described at all lol","Complete waste of money, doesn't work as described at all lol",Negative,0.9998
461,"Mediocre experience, neither great nor terrible","Mediocre experience, neither great nor terrible",Negative,0.9962
462,"Mediocre experience, neither great nor terrible","Mediocre experience, neither great nor terrible",Negative,0.9962
463,"Perfect fit and amazing material, 10/10 would recommend fr fr","Perfect fit and amazing material, 10/10 would recommend fr fr",Positive,0.9998
464,"Wow this is fantastic, better than I expected   ","Wow this is fantastic, better than I expected",Positive,0.9999
465,"Complete waste of money, doesn't work as described at all lol","Complete waste of money, doesn't work as described at all lol",Negative,0.9998
466,"Perfect fit and amazing material, 10/10 would recommend","Perfect fit and amazing material, 10/10 would recommend",Positive,0.9999
467,Nothing to complain about but nothing impressive either   ,Nothing to complain about but nothing impressive either,Negative,0.9625
468,"Outstanding quality, arrived quickly, very satisfied customer here ngl","Outstanding quality, arrived quickly, very satisfied customer here ngl",Positive,0.9996
469,"Perfect fit and amazing material, 10/10 would recommend","Perfect fit and amazing material, 10/10 would recommend",Positive,0.9999
470,"Works exactly as advertised, no complaints at all!!!","Works exactly as advertised, no complaints at all!!!",Positive,0.9439
471,<p>Absolutely love it! Works perfectly and looks great.</p>,Absolutely love it! Works perfectly and looks great.,Positive,0.9999
472,"<span>Cheaply made, not worth the price at all</span>","Cheaply made, not worth the price at all",Negative,0.9998
473,"Five stars, no question. Will be buying more from this brand ngl","Five stars, no question. Will be buying more from this brand ngl",Negative,0.9188
474,"Love love LOVE this product, can't recommend enough","Love love LOVE this product, can't recommend enough",Positive,0.9984
475,"<div>It's an okay product, similar to others I've used.</div>","It's an okay product, similar to others I've used.",Positive,0.9998
476,"Defective item, had to return it immediately","Defective item, had to return it immediately",Negative,0.9998
477,"Really good value for money, will buy again 👍","Really good value for money, will buy again",Positive,0.9997
478,"Wow this is fantastic, better than I expected   ","Wow this is fantastic, better than I expected",Positive,0.9999
479,"Complete waste of money, doesn't work as described at all ngl","Complete waste of money, doesn't work as described at all ngl",Negative,0.9998
480,"Love love LOVE this product, can't recommend enough","Love love LOVE this product, can't recommend enough",Positive,0.9984
481,"great quality, fast shipping, highly recommend!!","great quality, fast shipping, highly recommend!!",Positive,0.9999
482,I'm so happy with this purchase 🎉 exceeded my expectations,I'm so happy with this purchase exceeded my expectations,Positive,0.9999
483,"Really good value for money, will buy again 👍","Really good value for money, will buy again",Positive,0.9997
484,"Defective item, had to return it immediately tbh","Defective item, had to return it immediately tbh",Negative,0.9997
485,"Defective item, had to return it immediately","Defective item, had to return it immediately",Negative,0.9998
486,"<span>Cheaply made, not worth the price at all</span>","Cheaply made, not worth the price at all",Negative,0.9998
487,"Poor quality control, item was broken on arrival fr fr","Poor quality control, item was broken on arrival fr fr",Negative,0.9997
488,"Outstanding quality, arrived quickly, very satisfied customer here ","Outstanding quality, arrived quickly, very satisfied customer here",Positive,0.9998
489,<div>Product arrived damaged and seller refused refund.</div> tbh,Product arrived damaged and seller refused refund. tbh,Negative,0.9997
490,"Horrible quality, fell apart within a week 😠😠","Horrible quality, fell apart within a week",Negative,0.9998
491,"Works exactly as advertised, no complaints at all!!!","Works exactly as advertised, no complaints at all!!!",Positive,0.9439
492,This product is AMAZING!!! Best purchase I've made this year 😍😍 ngl,This product is AMAZING!!! Best purchase I've made this year ngl,Positive,0.9999
493,<div>Product arrived damaged and seller refused refund.</div>,Product arrived damaged and seller refused refund.,Negative,0.9997
494,"Awful experience, customer service was useless too 👎","Awful experience, customer service was useless too",Negative,0.9998
495,"Really good value for money, will buy again 👍","Really good value for money, will buy again",Positive,0.9997
496,"Extremely unhappy with this product, returning it ASAP","Extremely unhappy with this product, returning it ASAP",Negative,0.9993
497,"Outstanding quality, arrived quickly, very satisfied customer here","Outstanding quality, arrived quickly, very satisfied customer here",Positive,0.9998
498,"Outstanding quality, arrived quickly, very satisfied customer here ngl","Outstanding quality, arrived quickly, very satisfied customer here ngl",Positive,0.9996
499,"It's fine, gets the job done without any issues tbh","It's fine, gets the job done without any issues tbh",Positive,0.9997
500,"It's fine, gets the job done without any issues","It's fine, gets the job done without any issues",Positive,0.9998
501,"Perfect fit and amazing material, 10/10 would recommend","Perfect fit and amazing material, 10/10 would recommend",Positive,0.9999
502,"Works fine I guess, no strong feelings either way","Works fine I guess, no strong feelings either way",Neutral,0.6292
503,"Mediocre experience, neither great nor terrible","Mediocre experience, neither great nor terrible",Negative,0.9962
504,"I regret this purchase so much, total disappointment","I regret this purchase so much, total disappointment",Negative,0.9998
505,Super impressed with the build quality and design 😊,Super impressed with the build quality and design,Positive,0.9998
506,"Five stars, no question. Will be buying more from this brand","Five stars, no question. Will be buying more from this brand",Neutral,0.5308
507,"decent for the price, not amazing but not bad either lol","decent for the price, not amazing but not bad either lol",Positive,0.9941
508,<div>Product arrived damaged and seller refused refund.</div>,Product arrived damaged and seller refused refund.,Negative,0.9997
509,"Love love LOVE this product, can't recommend enough","Love love LOVE this product, can't recommend enough",Positive,0.9984
510,"Pretty average overall, might consider other options next time ngl","Pretty average overall, might consider other options next time ngl",Negative,0.9948
511,<p>Very disappointed. Quality is poor and it stopped working.</p> fr fr,Very disappointed. Quality is poor and it stopped working. fr fr,Negative,0.9998
512,"<div>It's an okay product, similar to others I've used.</div>","It's an okay product, similar to others I've used.",Positive,0.9998
513,"Works fine I guess, no strong feelings either way","Works fine I guess, no strong feelings either way",Neutral,0.6292
514,"Works fine I guess, no strong feelings either way","Works fine I guess, no strong feelings either way",Neutral,0.6292
515,"great quality, fast shipping, highly recommend!!","great quality, fast shipping, highly recommend!!",Positive,0.9999
516,This product is AMAZING!!! Best purchase I've made this year 😍😍,This product is AMAZING!!! Best purchase I've made this year,Positive,0.9999
517,This product is AMAZING!!! Best purchase I've made this year 😍😍 fr fr,This product is AMAZING!!! Best purchase I've made this year fr fr,Positive,0.9999
518,This exceeded my expectations!! Super happy with it.,This exceeded my expectations!! Super happy with it.,Positive,0.9999
519,"Outstanding quality, arrived quickly, very satisfied customer here","Outstanding quality, arrived quickly, very satisfied customer here",Positive,0.9998
520,"Works exactly as advertised, no complaints at all!!!","Works exactly as advertised, no complaints at all!!!",Positive,0.9439
521,"Extremely unhappy with this product, returning it ASAP","Extremely unhappy with this product, returning it ASAP",Negative,0.9993
522,<p>Absolutely love it! Works perfectly and looks great.</p>,Absolutely love it! Works perfectly and looks great.,Positive,0.9999
523,"It's fine, gets the job done without any issues","It's fine, gets the job done without any issues",Positive,0.9998
524,"Really good value for money, will buy again 👍 ","Really good value for money, will buy again",Positive,0.9997
525,"Works fine I guess, no strong feelings either way tbh","Works fine I guess, no strong feelings either way tbh",Neutral,0.5961
526,"It's fine, gets the job done without any issues","It's fine, gets the job done without any issues",Positive,0.9998
527,"Standard quality, does what it says on the box","Standard quality, does what it says on the box",Positive,0.9946
528,"Works fine I guess, no strong feelings either way","Works fine I guess, no strong feelings either way",Neutral,0.6292
529,"do not buy this, worst purchase ever","do not buy this, worst purchase ever",Negative,0.9992
530,"Defective item, had to return it immediately","Defective item, had to return it immediately",Negative,0.9998
531,"It's okay, does the job but nothing special.","It's okay, does the job but nothing special.",Negative,0.9914
532,"Poor quality control, item was broken on arrival","Poor quality control, item was broken on arrival",Negative,0.9997
533,Super impressed with the build quality and design 😊,Super impressed with the build quality and design,Positive,0.9998
534,"Works exactly as advertised, no complaints at all!!! lol","Works exactly as advertised, no complaints at all!!! lol",Positive,0.8014
535,Super impressed with the build quality and design 😊 tbh,Super impressed with the build quality and design tbh,Positive,0.9994
536,I'm so happy with this purchase 🎉 exceeded my expectations fr fr,I'm so happy with this purchase exceeded my expectations fr fr,Positive,0.9999
537,Super impressed with the build quality and design 😊 ,Super impressed with the build quality and design,Positive,0.9998
538,"It's fine, gets the job done without any issues","It's fine, gets the job done without any issues",Positive,0.9998
539,This product is AMAZING!!! Best purchase I've made this year 😍😍,This product is AMAZING!!! Best purchase I've made this year,Positive,0.9999
540,"Love love LOVE this product, can't recommend enough","Love love LOVE this product, can't recommend enough",Positive,0.9984
541,"Awful experience, customer service was useless too 👎 lol","Awful experience, customer service was useless too lol",Negative,0.9998
542,This exceeded my expectations!! Super happy with it.,This exceeded my expectations!! Super happy with it.,Positive,0.9999
543,"decent for the price, not amazing but not bad either","decent for the price, not amazing but not bad either",Positive,0.9969
544,"Extremely unhappy with this product, returning it ASAP tbh","Extremely unhappy with this product, returning it ASAP tbh",Negative,0.9997
545,"Mediocre experience, neither great nor terrible ","Mediocre experience, neither great nor terrible",Negative,0.9962
546,"Pretty average overall, might consider other options next time","Pretty average overall, might consider other options next time",Negative,0.9929
547,this is garbage honestly   never buying again,this is garbage honestly never buying again,Negative,0.9979
548,Super impressed with the build quality and design 😊 tbh,Super impressed with the build quality and design tbh,Positive,0.9994
549,"Outstanding quality, arrived quickly, very satisfied customer here ","Outstanding quality, arrived quickly, very satisfied customer here",Positive,0.9998
550,"Complete waste of money, doesn't work as described at all","Complete waste of money, doesn't work as described at all",Negative,0.9998
551,"Works exactly as advertised, no complaints at all!!!","Works exactly as advertised, no complaints at all!!!",Positive,0.9439
552,"Mediocre experience, neither great nor terrible","Mediocre experience, neither great nor terrible",Negative,0.9962
553,"It's fine, gets the job done without any issues fr fr","It's fine, gets the job done without any issues fr fr",Positive,0.9997
554,"<span>Best purchase ever, totally worth the price</span>","Best purchase ever, totally worth the price",Positive,0.9999
555,"Does not work, false advertising, very upset customer tbh","Does not work, false advertising, very upset customer tbh",Negative,0.9996
556,"It's fine, gets the job done without any issues ngl","It's fine, gets the job done without any issues ngl",Positive,0.9997
557,Super impressed with the build quality and design 😊,Super impressed with the build quality and design,Positive,0.9998
